Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,IBKR,NVDA,PLTR,IBKR,NVDA,PLTR,IBKR,NVDA,PLTR,IBKR,NVDA,PLTR,IBKR,NVDA,PLTR,IBKR,NVDA,PLTR
Date,,,,,,,,,,,,,,,,,,
2020-01-02,11.542744636535645,5.971410274505615,,11.949999809265137,5.9977498054504395,,12.012499809265137,5.9977498054504395,,11.625,5.918000221252441,,11.72249984741211,5.96875,,2277600,237536000,
2020-01-03,11.402684211730957,5.875831127166748,,11.805000305175781,5.901750087738037,,11.867500305175781,5.9457502365112305,,11.625,5.852499961853027,,11.797499656677246,5.877500057220459,,2188800,205384000,
2020-01-06,11.45339584350586,5.900472164154053,,11.857500076293945,5.926499843597412,,11.8774995803833,5.9317498207092285,,11.524999618530273,5.781750202178955,,11.664999961853027,5.808000087738037,,2723200,262636000,
2020-01-07,11.39061164855957,5.971908092498779,,11.792499542236328,5.9982500076293945,,11.897500038146973,6.044250011444092,,11.760000228881836,5.909749984741211,,11.887499809265137,5.954999923706055,,1559600,314856000,
2020-01-08,11.610360145568848,5.983107566833496,,12.020000457763672,6.009500026702881,,12.045000076293945,6.051000118255615,,11.757499694824219,5.953750133514404,,11.779999732971191,5.99399995803833,,1436000,277108000,
2020-01-09,11.73834228515625,6.048819541931152,,12.15250015258789,6.075500011444092,,12.207500457763672,6.148250102996826,,12.0,6.021500110626221,,12.112500190734863,6.096250057220459,,972400,255112000,
2020-01-10,11.7166109085083,6.081174850463867,,12.130000114440918,6.107999801635742,,12.207500457763672,6.213749885559082,,11.987500190734863,6.09375,,12.207500457763672,6.1832499504089355,,1100000,316296000,
2020-01-13,11.842180252075195,6.271834373474121,,12.260000228881836,6.299499988555908,,12.3100004196167,6.324749946594238,,12.037500381469727,6.168749809265137,,12.142499923706055,6.191500186920166,,1398800,319840000,
2020-01-14,11.842180252075195,6.154850482940674,,12.260000228881836,6.182000160217285,,12.47249984741211,6.2820000648498535,,12.197500228881836,6.168749809265137,,12.27750015258789,6.256499767303467,,1617600,359088000,
2020-01-15,11.726268768310547,6.112288475036621,,12.140000343322754,6.139249801635742,,12.345000267028809,6.217249870300293,,12.024999618530273,6.113249778747559,,12.244999885559082,6.19474983215332,,1321600,263104000,
2020-01-16,12.023289680480957,6.195919513702393,,12.447500228881836,6.223249912261963,,12.692500114440918,6.229249954223633,,12.239999771118164,6.16949987411499,,12.2524995803833,6.192999839782715,,2138000,284192000,
2020-01-17,12.11021900177002,6.204631328582764,,12.537500381469727,6.23199987411499,,12.680000305175781,6.25,,12.442500114440918,6.1842498779296875,,12.52750015258789,6.242499828338623,,1934800,253792000,
2020-01-21,12.274428367614746,6.171278953552246,,12.707500457763672,6.198500156402588,,12.859999656677246,6.232250213623047,,12.477499961853027,6.164249897003174,,12.537500381469727,6.195250034332275,,2652000,217916000,
2020-01-22,11.878399848937988,6.225289821624756,,12.297499656677246,6.252749919891357,,12.625,6.339749813079834,,12.140000343322754,6.224999904632568,,12.492500305175781,6.24399995803833,,3945200,239240000,
2020-01-23,11.648993492126465,6.29373836517334,,12.0600004196167,6.321499824523926,,12.292499542236328,6.329999923706055,,12.045000076293945,6.203750133514404,,12.194999694824219,6.293000221252441,,2924400,244516000,
2020-01-24,11.506523132324219,6.234499454498291,,11.912500381469727,6.26200008392334,,12.092499732971191,6.487500190734863,,11.827500343322754,6.207499980926514,,12.045000076293945,6.4375,,2685600,373512000,
2020-01-27,11.337485313415527,5.978628635406494,,11.737500190734863,6.005000114440918,,11.904999732971191,6.056250095367432,,11.574999809265137,5.805749893188477,,11.71500015258789,5.955999851226807,,2610400,470536000,
2020-01-28,11.337485313415527,6.172025203704834,,11.737500190734863,6.199250221252441,,11.914999961853027,6.231750011444092,,11.619999885559082,6.017749786376953,,11.762499809265137,6.071249961853027,,2004400,310976000,
